#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,ImageURL
44,Julia Dalan,Portland Pilots,C/F,6-3,Fr.,"Centralia, WA",UserTeam5,18.0,18.0,1.0,60.5,1.0,15.0,8.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,1.0,1.0,2.0,2.0,15.0,8.0,3.0,1.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,W.F. West HS,julia dalan,https://portlandpilots.com/images/2025/10/15/Dalan_Julia26web.JPG?width=80&quality=90
0,Ysabella Von Seipler,San Diego Toreros,G,5-10,Fr.,"Rocklin, CA",FreeAgent,30.0,30.0,17.0,22.0,1.0,19.0,12.0,6.0,3.0,1.0,0.0,2.0,5.0,0.0,0.0,5.0,11.0,2.0,2.0,4.0,4.0,19.0,12.0,6.0,3.0,1.0,0.0,0.0,5.0,11.0,2.0,5.0,0.0,0.0,0.0,,ysabella von seipler,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=300
1,Dresha Moore,San Diego Toreros,F,6-0,So.,"Hawthorne, CA",FreeAgent,19.0,9.5,13.5,55.0,2.0,14.5,4.5,2.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,2.0,3.5,2.0,1.0,2.0,1.0,29.0,9.0,4.0,0.0,1.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,1.0,0.5,,dresha moore,https://usdtoreros.com/images/2025/10/15/Dresha_Moore_Headshot.png?width=80&quality=90
2,Ryanne Bahnsen-Price,San Diego Toreros,F,6-0,Fr.,"Erie, CO",UserTeam1,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ryanne bahnsen-price,https://usdtoreros.com/images/2025/10/15/Ryanne_Bahnsen-Price_Head_Shot.png?width=300
3,Lilly Amor,San Diego Toreros,G,5-11,So.,"Melbourne, Victoria, Australia",UserTeam5,18.0,9.0,37.5,60.5,2.0,12.5,6.5,1.0,1.0,0.0,0.5,1.5,5.0,0.0,0.0,2.5,6.5,1.0,0.5,1.0,0.5,25.0,13.0,2.0,2.0,0.0,1.0,0.0,5.0,13.0,3.0,10.0,0.0,0.0,0.0,,lilly amor,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=80&quality=90
4,Jessica Ajayi,San Diego Toreros,G,5-10,Fr.,"Kent, WA",FreeAgent,33.0,16.5,12.5,16.0,2.0,14.0,4.0,3.5,3.0,1.0,0.5,0.5,3.0,0.5,1.0,1.5,4.5,2.0,1.0,5.0,2.5,28.0,8.0,7.0,6.0,2.0,1.0,2.0,3.0,9.0,1.0,6.0,1.0,2.0,1.0,,jessica ajayi,https://usdtoreros.com/images/2025/10/15/Jessica_Ajayi_Head_Shot.png?width=80&quality=90
5,Lauren McCall,San Diego Toreros,G,5-6,Jr.,"Boise, ID",UserTeam4,0.0,0.0,80.0,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lauren mccall,https://usdtoreros.com/images/2025/10/15/Lauren_McCall_Head_Shot.png?width=80&quality=90
6,Kylie Ray,San Diego Toreros,G,5-8,So.,"La Crescenta, CA",UserTeam5,35.0,17.5,10.0,12.5,2.0,24.5,13.0,4.5,3.5,2.0,0.0,2.0,5.5,3.0,6.0,4.0,13.5,4.0,2.0,5.0,2.5,49.0,26.0,9.0,7.0,4.0,0.0,12.0,8.0,27.0,4.0,11.0,6.0,6.0,3.0,Utah,kylie ray,https://usdtoreros.com/images/2025/10/15/Kylie_Ray_Head_Shot.png?width=80&quality=90
10,Helen Holley,San Diego Toreros,F,6-1,So.,"Cleveland, OH",UserTeam6,25.0,12.5,7.5,37.5,2.0,18.5,1.5,6.5,0.0,1.0,1.5,0.0,1.0,0.5,0.0,0.5,4.0,5.0,2.5,8.0,4.0,37.0,3.0,13.0,0.0,2.0,3.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,1.0,Michigan State,helen holley,https://usdtoreros.com/images/2025/10/15/Helen_Holley_Head_Shot.png?width=80&quality=90
11,Malia Tharpe,San Diego Toreros,F,6-0,Jr.,"Cottesloe, Western Australia, Australia",FreeAgent,9.0,4.5,20.5,81.0,2.0,14.0,3.0,3.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.5,4.0,3.0,1.5,3.0,1.5,28.0,6.0,6.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,0.0,2.0,1.0,,malia tharpe,https://usdtoreros.com/images/2025/10/15/Malia_Tharpe_Head_Shot.png?width=80&quality=90
12,Erica Carr,San Diego Toreros,C,6-3,So.,"Grand Prairie, TX",FreeAgent,20.0,20.0,2.0,51.0,1.0,24.0,8.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,24.0,8.0,4.0,2.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0,2.0,2.0,,erica carr,https://usdtoreros.com/images/2025/10/15/Erica_Carr_Headshot.png?width=80&quality=90
15,Eva Ruse,San Diego Toreros,F,6-2,So.,"North Vancouver, British Columbia, Canada",FreeAgent,30.0,15.0,4.5,22.0,2.0,12.5,6.5,5.5,1.0,0.0,0.0,0.0,0.0,1.5,1.0,2.5,2.5,6.0,3.0,5.0,2.5,25.0,13.0,11.0,2.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,3.0,5.0,2.5,,eva ruse,https://usdtoreros.com/images/2025/10/15/Eva_Ruse_Headshot.png?width=80&quality=90
19,Jayden Rhodes,San Diego Toreros,G,5-11,Sr.,"Keller, TX",UserTeam1,51.0,25.5,2.0,2.5,2.0,18.5,11.0,4.5,1.0,1.0,0.5,2.0,3.5,0.0,0.5,4.5,7.5,5.0,2.5,4.0,2.0,37.0,22.0,9.0,2.0,2.0,1.0,1.0,9.0,15.0,4.0,7.0,0.0,0.0,0.0,Morehead State,jayden rhodes,https://usdtoreros.com/images/2025/10/15/Jayden_Rhodes_Head_Shot.png?width=80&quality=90
20,Hallie Rhodes,San Diego Toreros,G,5-11,Sr.,"Keller, TX",FreeAgent,30.0,15.0,17.0,22.0,2.0,22.0,8.0,3.0,0.5,1.0,0.0,1.0,3.5,0.0,0.0,3.5,7.5,3.0,1.5,3.0,1.5,44.0,16.0,6.0,1.0,2.0,0.0,0.0,7.0,15.0,2.0,7.0,0.0,0.0,0.0,Morehead State,hallie rhodes,https://usdtoreros.com/images/2025/10/15/Hallie_Rhodes_Head_Shot.png?width=80&quality=90
22,Ayla Williams,San Diego Toreros,C,6-0,Fr.,"Las Vegas, NV",FreeAgent,19.0,9.5,3.0,55.0,2.0,9.5,0.0,3.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,19.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,ayla williams,https://usdtoreros.com/images/2025/10/15/Ayla_Williams_Headshot.png?width=80&quality=90
24,Olivia Owens,San Diego Toreros,G,5-10,Fr.,"Columbus, OH",FreeAgent,14.0,7.0,43.0,69.5,2.0,18.0,5.0,0.5,1.0,1.0,0.0,1.0,3.5,0.0,1.5,2.0,5.5,1.0,0.5,0.0,0.0,36.0,10.0,1.0,2.0,2.0,0.0,3.0,4.0,11.0,2.0,7.0,0.0,0.0,0.0,,olivia owens,https://usdtoreros.com/images/2025/10/15/Olivia_Owens_Head_Shot.png?width=80&quality=90
